commodity,category,item,units,size,region,country,year,value,survey_base_year,period,unit
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Missouri,United States,2017,2.93,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Missouri,United States,2018,3.35,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Missouri,United States,2019,3.58,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Missouri,United States,2020,3.34,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,New York,United States,2016,4.6,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,New York,United States,2017,4.76,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,New York,United States,2018,5.45,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,New York,United States,2019,5.82,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,New York,United States,2020,5.43,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Ohio,United States,2016,2.5,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Ohio,United States,2017,2.59,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Ohio,United States,2018,2.96,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Ohio,United States,2019,3.16,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Ohio,United States,2020,2.95,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Oregon,United States,2016,0.95,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Oregon,United States,2017,0.98,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Oregon,United States,2018,1.13,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Oregon,United States,2019,1.2,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Oregon,United States,2020,1.12,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2016,4.24,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2017,4.39,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2018,5.02,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2019,5.36,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2020,5.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2016,3.7,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2017,3.83,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2018,4.38,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2019,4.68,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2020,4.37,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Utah,United States,2016,2.46,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Utah,United States,2017,2.54,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Utah,United States,2018,2.91,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Utah,United States,2019,3.11,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Utah,United States,2020,2.9,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Vermont,United States,2016,5.15,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Vermont,United States,2017,5.33,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Vermont,United States,2018,6.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Vermont,United States,2019,6.51,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Vermont,United States,2020,6.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Virginia,United States,2016,3.95,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Virginia,United States,2017,4.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Virginia,United States,2018,4.69,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Virginia,United States,2019,5.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Virginia,United States,2020,4.67,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Washington,United States,2016,1.55,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Washington,United States,2017,1.6,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Washington,United States,2018,1.84,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Washington,United States,2019,1.96,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Washington,United States,2020,1.83,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2016,3.07,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2017,3.18,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2018,3.63,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2019,3.88,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Homegrown harvested feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2020,3.62,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,U.S. total,United States,2016,0.07,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,U.S. total,United States,2017,0.07,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,U.S. total,United States,2018,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,U.S. total,United States,2019,0.07,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,U.S. total,United States,2020,0.07,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,California,United States,2016,0.05,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,California,United States,2017,0.03,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,California,United States,2018,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,California,United States,2019,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,California,United States,2020,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Illinois,United States,2016,0.03,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Illinois,United States,2017,0.03,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Illinois,United States,2018,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Illinois,United States,2019,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Illinois,United States,2020,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Indiana,United States,2016,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Indiana,United States,2017,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Indiana,United States,2018,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Indiana,United States,2019,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Indiana,United States,2020,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Iowa,United States,2016,0.05,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Iowa,United States,2017,0.06,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Iowa,United States,2018,0.06,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Iowa,United States,2019,0.06,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Iowa,United States,2020,0.06,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Kentucky,United States,2016,0.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Kentucky,United States,2017,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Kentucky,United States,2018,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Kentucky,United States,2019,0.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Kentucky,United States,2020,0.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Maine,United States,2016,0.11,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Maine,United States,2017,0.12,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Maine,United States,2018,0.12,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Maine,United States,2019,0.11,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Maine,United States,2020,0.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Michigan,United States,2016,0.03,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Michigan,United States,2017,0.02,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Michigan,United States,2018,0.03,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Michigan,United States,2019,0.03,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Michigan,United States,2020,0.02,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Minnesota,United States,2016,0.05,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Minnesota,United States,2017,0.05,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Minnesota,United States,2018,0.05,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Minnesota,United States,2019,0.05,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Minnesota,United States,2020,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Missouri,United States,2016,0.53,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Missouri,United States,2017,0.52,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Missouri,United States,2018,0.55,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Missouri,United States,2019,0.53,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Missouri,United States,2020,0.57,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,New York,United States,2016,0.14,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,New York,United States,2017,0.13,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,New York,United States,2018,0.21,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,New York,United States,2019,0.15,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,New York,United States,2020,0.16,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Ohio,United States,2016,0.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Ohio,United States,2017,0.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Ohio,United States,2018,0.15,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Ohio,United States,2019,0.11,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Ohio,United States,2020,0.1,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Oregon,United States,2016,0.13,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Oregon,United States,2017,0.12,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Oregon,United States,2018,0.13,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Oregon,United States,2019,0.12,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Oregon,United States,2020,0.17,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2016,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2017,0.13,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2018,0.11,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2019,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Pennsylvania,United States,2020,0.06,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2016,0.19,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2017,0.19,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2018,0.19,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2019,0.2,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Tennessee,United States,2020,0.21,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Utah,United States,2016,0.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Utah,United States,2017,0.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Utah,United States,2018,0.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Utah,United States,2019,0.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Utah,United States,2020,0.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Vermont,United States,2016,0.16,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Vermont,United States,2017,0.19,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Vermont,United States,2018,0.28,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Vermont,United States,2019,0.23,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Vermont,United States,2020,0.23,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Virginia,United States,2016,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Virginia,United States,2017,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Virginia,United States,2018,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Virginia,United States,2019,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Virginia,United States,2020,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Washington,United States,2016,0.05,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Washington,United States,2017,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Washington,United States,2018,0.06,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Washington,United States,2019,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Washington,United States,2020,0.04,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2016,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2017,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2018,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2019,0.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,Grazed feed,dollars per hundredweight sold,No specific size,Wisconsin,United States,2020,0.08,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,U.S. total,United States,2016,9.38,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,U.S. total,United States,2017,9.28,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,U.S. total,United States,2018,9.96,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,U.S. total,United States,2019,10.6,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,U.S. total,United States,2020,10.11,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,California,United States,2016,9.0,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,California,United States,2017,8.81,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,California,United States,2018,9.31,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,California,United States,2019,9.93,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,California,United States,2020,9.5,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Illinois,United States,2016,11.28,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Illinois,United States,2017,11.21,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Illinois,United States,2018,12.09,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Illinois,United States,2019,12.89,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Illinois,United States,2020,12.26,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Indiana,United States,2016,10.45,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Indiana,United States,2017,10.51,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Indiana,United States,2018,11.51,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Indiana,United States,2019,12.29,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Indiana,United States,2020,11.62,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Iowa,United States,2016,8.72,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Iowa,United States,2017,8.72,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Iowa,United States,2018,9.45,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Iowa,United States,2019,10.07,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Iowa,United States,2020,9.56,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Kentucky,United States,2016,9.63,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Kentucky,United States,2017,9.65,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Kentucky,United States,2018,10.51,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Kentucky,United States,2019,11.22,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Kentucky,United States,2020,10.64,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Maine,United States,2016,11.59,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Maine,United States,2017,11.55,Base survey of 2016,annual,dollars per hundredweight sold
Milk,Operating costs,"Total, feed costs",dollars per hundredweight sold,No specific size,Maine,United States,2018,12.46,Base survey of 2016,annual,dollars per hundredweight sold
