year,period,timeperiod_id,timeperiod_name,aggregation,data_item,value,units,category,unit
2008,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1940.0,Dollars per head,,Dollars per head
2008,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,9.99,Dollars per hundredweight,,Dollars per hundredweight
2008,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9327.0,"1,000 head",,"1,000 head"
2008,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5024.0,Pounds,,Pounds
2008,JUL-SEP,15,Quarter 3,Not applicable,Milk production,46859.0,Million pounds,,Million pounds
2008,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1980.0,Dollars per head,,Dollars per head
2008,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,8.47,Dollars per hundredweight,,Dollars per hundredweight
2008,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9331.0,"1,000 head",,"1,000 head"
2008,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5009.0,Pounds,,Pounds
2008,OCT-DEC,16,Quarter 4,Not applicable,Milk production,46736.0,Million pounds,,Million pounds
2008,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1920.0,Dollars per head,,Dollars per head
2008,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,9.17,Dollars per hundredweight,,Dollars per hundredweight
2008,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9314.0,"1,000 head",,"1,000 head"
2008,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,20397.0,Pounds,,Pounds
2008,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,189978.0,Million pounds,,Million pounds
2008,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1950.0,Dollars per head,,Dollars per head
2009,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,7.86,Dollars per hundredweight,,Dollars per hundredweight
2009,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9295.0,"1,000 head",,"1,000 head"
2009,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5092.0,Pounds,,Pounds
2009,JAN-MAR,13,Quarter 1,Not applicable,Milk production,47332.0,Million pounds,,Million pounds
2009,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1630.0,Dollars per head,,Dollars per head
2009,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,7.65,Dollars per hundredweight,,Dollars per hundredweight
2009,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9262.0,"1,000 head",,"1,000 head"
2009,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5274.0,Pounds,,Pounds
2009,APR-JUN,14,Quarter 2,Not applicable,Milk production,48850.0,Million pounds,,Million pounds
2009,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1390.0,Dollars per head,,Dollars per head
2009,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,6.76,Dollars per hundredweight,,Dollars per hundredweight
2009,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9158.0,"1,000 head",,"1,000 head"
2009,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5108.0,Pounds,,Pounds
2009,JUL-SEP,15,Quarter 3,Not applicable,Milk production,46782.0,Million pounds,,Million pounds
2009,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1280.0,Dollars per head,,Dollars per head
2009,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,6.81,Dollars per hundredweight,,Dollars per hundredweight
2009,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9092.0,"1,000 head",,"1,000 head"
2009,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5086.0,Pounds,,Pounds
2009,OCT-DEC,16,Quarter 4,Not applicable,Milk production,46238.0,Million pounds,,Million pounds
2009,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1240.0,Dollars per head,,Dollars per head
2009,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,7.27,Dollars per hundredweight,,Dollars per hundredweight
2009,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9202.0,"1,000 head",,"1,000 head"
2009,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,20561.0,Pounds,,Pounds
2009,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,189202.0,Million pounds,,Million pounds
2009,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1390.0,Dollars per head,,Dollars per head
2010,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,6.82,Dollars per hundredweight,,Dollars per hundredweight
2010,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9095.0,"1,000 head",,"1,000 head"
2010,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5208.0,Pounds,,Pounds
2010,JAN-MAR,13,Quarter 1,Not applicable,Milk production,47370.0,Million pounds,,Million pounds
2010,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1340.0,Dollars per head,,Dollars per head
2010,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,6.79,Dollars per hundredweight,,Dollars per hundredweight
2010,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9121.0,"1,000 head",,"1,000 head"
2010,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5462.0,Pounds,,Pounds
2010,APR-JUN,14,Quarter 2,Not applicable,Milk production,49817.0,Million pounds,,Million pounds
2010,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1330.0,Dollars per head,,Dollars per head
2010,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,7.16,Dollars per hundredweight,,Dollars per hundredweight
2010,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9135.0,"1,000 head",,"1,000 head"
2010,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5266.0,Pounds,,Pounds
2010,JUL-SEP,15,Quarter 3,Not applicable,Milk production,48102.0,Million pounds,,Million pounds
2010,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1320.0,Dollars per head,,Dollars per head
2010,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,8.05,Dollars per hundredweight,,Dollars per hundredweight
2010,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9139.0,"1,000 head",,"1,000 head"
2010,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5207.0,Pounds,,Pounds
2010,OCT-DEC,16,Quarter 4,Not applicable,Milk production,47588.0,Million pounds,,Million pounds
2010,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1330.0,Dollars per head,,Dollars per head
2010,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,7.2,Dollars per hundredweight,,Dollars per hundredweight
2010,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9122.0,"1,000 head",,"1,000 head"
2010,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,21142.0,Pounds,,Pounds
2010,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,192877.0,Million pounds,,Million pounds
2010,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1330.0,Dollars per head,,Dollars per head
2011,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,9.21,Dollars per hundredweight,,Dollars per hundredweight
2011,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9173.0,"1,000 head",,"1,000 head"
2011,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5283.0,Pounds,,Pounds
2011,JAN-MAR,13,Quarter 1,Not applicable,Milk production,48461.0,Million pounds,,Million pounds
2011,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1300.0,Dollars per head,,Dollars per head
2011,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,11.21,Dollars per hundredweight,,Dollars per hundredweight
2011,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9194.0,"1,000 head",,"1,000 head"
2011,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5487.0,Pounds,,Pounds
2011,APR-JUN,14,Quarter 2,Not applicable,Milk production,50450.0,Million pounds,,Million pounds
2011,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1420.0,Dollars per head,,Dollars per head
2011,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,11.71,Dollars per hundredweight,,Dollars per hundredweight
2011,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9207.0,"1,000 head",,"1,000 head"
2011,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5288.0,Pounds,,Pounds
2011,JUL-SEP,15,Quarter 3,Not applicable,Milk production,48683.0,Million pounds,,Million pounds
2011,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1480.0,Dollars per head,,Dollars per head
2011,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,10.89,Dollars per hundredweight,,Dollars per hundredweight
2011,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9223.0,"1,000 head",,"1,000 head"
2011,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5276.0,Pounds,,Pounds
2011,OCT-DEC,16,Quarter 4,Not applicable,Milk production,48661.0,Million pounds,,Million pounds
2011,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1480.0,Dollars per head,,Dollars per head
2011,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,10.76,Dollars per hundredweight,,Dollars per hundredweight
2011,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9199.0,"1,000 head",,"1,000 head"
2011,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,21334.0,Pounds,,Pounds
2011,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,196255.0,Million pounds,,Million pounds
2011,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1420.0,Dollars per head,,Dollars per head
2012,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,11.33,Dollars per hundredweight,,Dollars per hundredweight
2012,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9262.0,"1,000 head",,"1,000 head"
2012,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5521.0,Pounds,,Pounds
2012,JAN-MAR,13,Quarter 1,Not applicable,Milk production,51136.0,Million pounds,,Million pounds
2012,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1460.0,Dollars per head,,Dollars per head
2012,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,11.94,Dollars per hundredweight,,Dollars per hundredweight
2012,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9262.0,"1,000 head",,"1,000 head"
2012,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5571.0,Pounds,,Pounds
2012,APR-JUN,14,Quarter 2,Not applicable,Milk production,51600.0,Million pounds,,Million pounds
2012,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1440.0,Dollars per head,,Dollars per head
2012,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,12.79,Dollars per hundredweight,,Dollars per hundredweight
2012,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9217.0,"1,000 head",,"1,000 head"
2012,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5290.0,Pounds,,Pounds
2012,JUL-SEP,15,Quarter 3,Not applicable,Milk production,48754.0,Million pounds,,Million pounds
2012,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1420.0,Dollars per head,,Dollars per head
2012,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,12.57,Dollars per hundredweight,,Dollars per hundredweight
2012,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9205.0,"1,000 head",,"1,000 head"
2012,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5340.0,Pounds,,Pounds
2012,OCT-DEC,16,Quarter 4,Not applicable,Milk production,49152.0,Million pounds,,Million pounds
2012,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1390.0,Dollars per head,,Dollars per head
2012,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,12.16,Dollars per hundredweight,,Dollars per hundredweight
2012,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9236.0,"1,000 head",,"1,000 head"
2012,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,21722.0,Pounds,,Pounds
2012,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,200642.0,Million pounds,,Million pounds
2012,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1430.0,Dollars per head,,Dollars per head
2013,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,12.81,Dollars per hundredweight,,Dollars per hundredweight
2013,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,,"1,000 head",,"1,000 head"
2013,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,,Pounds,,Pounds
2013,JAN-MAR,13,Quarter 1,Not applicable,Milk production,50562.0,Million pounds,,Million pounds
2013,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1370.0,Dollars per head,,Dollars per head
2013,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,12.76,Dollars per hundredweight,,Dollars per hundredweight
2013,APR-JUN,14,Quarter 2,Not applicable,Milk cow,,"1,000 head",,"1,000 head"
2013,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,,Pounds,,Pounds
2013,APR-JUN,14,Quarter 2,Not applicable,Milk production,52037.0,Million pounds,,Million pounds
2013,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,,Dollars per head,,Dollars per head
2013,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,11.58,Dollars per hundredweight,,Dollars per hundredweight
2013,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9226.0,"1,000 head",,"1,000 head"
2013,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5358.0,Pounds,,Pounds
2013,JUL-SEP,15,Quarter 3,Not applicable,Milk production,49429.0,Million pounds,,Million pounds
2013,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,,Dollars per head,,Dollars per head
2013,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,9.64,Dollars per hundredweight,,Dollars per hundredweight
2013,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9204.0,"1,000 head",,"1,000 head"
2013,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5349.0,Pounds,,Pounds
2013,OCT-DEC,16,Quarter 4,Not applicable,Milk production,49232.0,Million pounds,,Million pounds
2013,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1410.0,Dollars per head,,Dollars per head
2013,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,11.7,Dollars per hundredweight,,Dollars per hundredweight
2013,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9224.0,"1,000 head",,"1,000 head"
2013,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,21819.0,Pounds,,Pounds
2013,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,201260.0,Million pounds,,Million pounds
2013,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1380.0,Dollars per head,,Dollars per head
2014,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,9.69,Dollars per hundredweight,,Dollars per hundredweight
2014,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9218.0,"1,000 head",,"1,000 head"
2014,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5533.0,Pounds,,Pounds
2014,JAN-MAR,13,Quarter 1,Not applicable,Milk production,51005.0,Million pounds,,Million pounds
2014,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1440.0,Dollars per head,,Dollars per head
2014,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,10.63,Dollars per hundredweight,,Dollars per hundredweight
2014,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9255.0,"1,000 head",,"1,000 head"
2014,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5718.0,Pounds,,Pounds
2014,APR-JUN,14,Quarter 2,Not applicable,Milk production,52917.0,Million pounds,,Million pounds
2014,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1810.0,Dollars per head,,Dollars per head
2014,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,9.26,Dollars per hundredweight,,Dollars per hundredweight
2014,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9275.0,"1,000 head",,"1,000 head"
2014,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5517.0,Pounds,,Pounds
2014,JUL-SEP,15,Quarter 3,Not applicable,Milk production,51168.0,Million pounds,,Million pounds
2014,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1970.0,Dollars per head,,Dollars per head
2014,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,8.47,Dollars per hundredweight,,Dollars per hundredweight
2014,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9294.0,"1,000 head",,"1,000 head"
2014,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5483.0,Pounds,,Pounds
2014,OCT-DEC,16,Quarter 4,Not applicable,Milk production,50958.0,Million pounds,,Million pounds
2014,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,2120.0,Dollars per head,,Dollars per head
2014,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,9.51,Dollars per hundredweight,,Dollars per hundredweight
2014,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9261.0,"1,000 head",,"1,000 head"
2014,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,22249.0,Pounds,,Pounds
2014,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,206048.0,Million pounds,,Million pounds
2014,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1830.0,Dollars per head,,Dollars per head
2015,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,8.26,Dollars per hundredweight,,Dollars per hundredweight
2015,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9316.0,"1,000 head",,"1,000 head"
2015,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5574.0,Pounds,,Pounds
2015,JAN-MAR,13,Quarter 1,Not applicable,Milk production,51928.0,Million pounds,,Million pounds
2015,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1990.0,Dollars per head,,Dollars per head
2015,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,8.31,Dollars per hundredweight,,Dollars per hundredweight
2015,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9329.0,"1,000 head",,"1,000 head"
2015,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5760.0,Pounds,,Pounds
2015,APR-JUN,14,Quarter 2,Not applicable,Milk production,53739.0,Million pounds,,Million pounds
2015,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1970.0,Dollars per head,,Dollars per head
2015,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,8.03,Dollars per hundredweight,,Dollars per hundredweight
2015,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9318.0,"1,000 head",,"1,000 head"
2015,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5542.0,Pounds,,Pounds
2015,JUL-SEP,15,Quarter 3,Not applicable,Milk production,51645.0,Million pounds,,Million pounds
2015,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,2030.0,Dollars per head,,Dollars per head
2015,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,7.56,Dollars per hundredweight,,Dollars per hundredweight
2015,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9316.0,"1,000 head",,"1,000 head"
2015,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5495.0,Pounds,,Pounds
2015,OCT-DEC,16,Quarter 4,Not applicable,Milk production,51196.0,Million pounds,,Million pounds
2015,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1980.0,Dollars per head,,Dollars per head
2015,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,8.04,Dollars per hundredweight,,Dollars per hundredweight
2015,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9320.0,"1,000 head",,"1,000 head"
2015,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,22372.0,Pounds,,Pounds
2015,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,208508.0,Million pounds,,Million pounds
2015,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1990.0,Dollars per head,,Dollars per head
2016,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,7.27,Dollars per hundredweight,,Dollars per hundredweight
2016,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9313.0,"1,000 head",,"1,000 head"
2016,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5688.0,Pounds,,Pounds
2016,JAN-MAR,13,Quarter 1,Not applicable,Milk production,52975.0,Million pounds,,Million pounds
2016,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1830.0,Dollars per head,,Dollars per head
2016,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,7.65,Dollars per hundredweight,,Dollars per hundredweight
2016,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9326.0,"1,000 head",,"1,000 head"
2016,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5827.0,Pounds,,Pounds
2016,APR-JUN,14,Quarter 2,Not applicable,Milk production,54344.0,Million pounds,,Million pounds
2016,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1830.0,Dollars per head,,Dollars per head
2016,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,7.17,Dollars per hundredweight,,Dollars per hundredweight
2016,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9336.0,"1,000 head",,"1,000 head"
2016,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5632.0,Pounds,,Pounds
2016,JUL-SEP,15,Quarter 3,Not applicable,Milk production,52581.0,Million pounds,,Million pounds
2016,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1730.0,Dollars per head,,Dollars per head
2016,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,6.93,Dollars per hundredweight,,Dollars per hundredweight
2016,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9360.0,"1,000 head",,"1,000 head"
2016,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5614.0,Pounds,,Pounds
2016,OCT-DEC,16,Quarter 4,Not applicable,Milk production,52551.0,Million pounds,,Million pounds
2016,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1690.0,Dollars per head,,Dollars per head
2016,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,7.26,Dollars per hundredweight,,Dollars per hundredweight
2016,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9334.0,"1,000 head",,"1,000 head"
2016,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,22761.0,Pounds,,Pounds
2016,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,212451.0,Million pounds,,Million pounds
2016,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1760.0,Dollars per head,,Dollars per head
2017,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,7.08,Dollars per hundredweight,,Dollars per hundredweight
2017,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9381.0,"1,000 head",,"1,000 head"
2017,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5713.0,Pounds,,Pounds
2017,JAN-MAR,13,Quarter 1,Not applicable,Milk production,53596.0,Million pounds,,Million pounds
2017,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1620.0,Dollars per head,,Dollars per head
2017,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,7.51,Dollars per hundredweight,,Dollars per hundredweight
2017,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9408.0,"1,000 head",,"1,000 head"
2017,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5887.0,Pounds,,Pounds
2017,APR-JUN,14,Quarter 2,Not applicable,Milk production,55388.0,Million pounds,,Million pounds
2017,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1640.0,Dollars per head,,Dollars per head
2017,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,7.36,Dollars per hundredweight,,Dollars per hundredweight
2017,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9416.0,"1,000 head",,"1,000 head"
2017,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5675.0,Pounds,,Pounds
2017,JUL-SEP,15,Quarter 3,Not applicable,Milk production,53438.0,Million pounds,,Million pounds
2017,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1620.0,Dollars per head,,Dollars per head
2017,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,7.24,Dollars per hundredweight,,Dollars per hundredweight
2017,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9419.0,"1,000 head",,"1,000 head"
2017,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5638.0,Pounds,,Pounds
2017,OCT-DEC,16,Quarter 4,Not applicable,Milk production,53105.0,Million pounds,,Million pounds
2017,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1610.0,Dollars per head,,Dollars per head
2017,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,7.3,Dollars per hundredweight,,Dollars per hundredweight
2017,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9406.0,"1,000 head",,"1,000 head"
2017,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,22914.0,Pounds,,Pounds
2017,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,215527.0,Million pounds,,Million pounds
2017,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1620.0,Dollars per head,,Dollars per head
2018,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,7.59,Dollars per hundredweight,,Dollars per hundredweight
2018,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9434.0,"1,000 head",,"1,000 head"
2018,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5767.0,Pounds,,Pounds
2018,JAN-MAR,13,Quarter 1,Not applicable,Milk production,54408.0,Million pounds,,Million pounds
2018,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1520.0,Dollars per head,,Dollars per head
2018,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,8.38,Dollars per hundredweight,,Dollars per hundredweight
2018,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9416.0,"1,000 head",,"1,000 head"
2018,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5928.0,Pounds,,Pounds
2018,APR-JUN,14,Quarter 2,Not applicable,Milk production,55822.0,Million pounds,,Million pounds
2018,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1360.0,Dollars per head,,Dollars per head
2018,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,7.94,Dollars per hundredweight,,Dollars per hundredweight
2018,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9384.0,"1,000 head",,"1,000 head"
2018,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5752.0,Pounds,,Pounds
2018,JUL-SEP,15,Quarter 3,Not applicable,Milk production,53975.0,Million pounds,,Million pounds
2018,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1320.0,Dollars per head,,Dollars per head
2018,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,7.89,Dollars per hundredweight,,Dollars per hundredweight
2018,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9359.0,"1,000 head",,"1,000 head"
2018,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5703.0,Pounds,,Pounds
2018,OCT-DEC,16,Quarter 4,Not applicable,Milk production,53379.0,Million pounds,,Million pounds
