data_item,value,period,category,unit
unnamed:_9,,annual,cop_state,
unnamed:_9,,annual,cop_state,
unnamed:_9,,annual,cop_state,
unnamed:_9,,annual,cop_state,
unnamed:_9,,annual,cop_state,
unnamed:_9,,annual,cop_state,
unnamed:_9,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,Michigan,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,15.67,annual,cop_state,
unnamed:_10,1.56,annual,cop_state,
unnamed:_10,0.48,annual,cop_state,
unnamed:_10,17.71,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,3.98,annual,cop_state,
unnamed:_10,3.67,annual,cop_state,
unnamed:_10,0.04,annual,cop_state,
unnamed:_10,7.69,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,0.93,annual,cop_state,
unnamed:_10,0.22,annual,cop_state,
unnamed:_10,0.21,annual,cop_state,
unnamed:_10,0.44,annual,cop_state,
unnamed:_10,0.62,annual,cop_state,
unnamed:_10,0.71,annual,cop_state,
unnamed:_10,0,annual,cop_state,
unnamed:_10,0.18,annual,cop_state,
unnamed:_10,11,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,1.55,annual,cop_state,
unnamed:_10,1.98,annual,cop_state,
unnamed:_10,3.12,annual,cop_state,
unnamed:_10,0.03,annual,cop_state,
unnamed:_10,0.22,annual,cop_state,
unnamed:_10,0.8,annual,cop_state,
unnamed:_10,7.7,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,18.7,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,-0.9899999999999984,annual,cop_state,
unnamed:_10,6.710000000000001,annual,cop_state,
unnamed:_10,       ,annual,cop_state,
unnamed:_10,       ,annual,cop_state,
unnamed:_10,145,annual,cop_state,
unnamed:_10,20664,annual,cop_state,
unnamed:_10,20.09,annual,cop_state,
unnamed:_10,50,annual,cop_state,
unnamed:_10,0.15,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,Minnesota,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,15.46,annual,cop_state,
unnamed:_11,1.53,annual,cop_state,
unnamed:_11,0.52,annual,cop_state,
unnamed:_11,17.51,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,3.25,annual,cop_state,
unnamed:_11,4.28,annual,cop_state,
unnamed:_11,0.07,annual,cop_state,
unnamed:_11,7.6000000000000005,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,1.09,annual,cop_state,
unnamed:_11,0.3,annual,cop_state,
unnamed:_11,0.21,annual,cop_state,
unnamed:_11,0.3,annual,cop_state,
unnamed:_11,0.68,annual,cop_state,
unnamed:_11,0.61,annual,cop_state,
unnamed:_11,0,annual,cop_state,
unnamed:_11,0.18,annual,cop_state,
unnamed:_11,10.970000000000002,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,1.39,annual,cop_state,
unnamed:_11,3.7,annual,cop_state,
unnamed:_11,4.02,annual,cop_state,
unnamed:_11,0.04,annual,cop_state,
unnamed:_11,0.25,annual,cop_state,
unnamed:_11,0.68,annual,cop_state,
unnamed:_11,10.079999999999998,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,21.05,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,-3.539999999999999,annual,cop_state,
unnamed:_11,6.539999999999999,annual,cop_state,
unnamed:_11,       ,annual,cop_state,
unnamed:_11,       ,annual,cop_state,
unnamed:_11,89,annual,cop_state,
unnamed:_11,18943,annual,cop_state,
unnamed:_11,3.82,annual,cop_state,
unnamed:_11,15,annual,cop_state,
unnamed:_11,0.72,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,Missouri,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,Dollars per cwt sold,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,14.59,annual,cop_state,
unnamed:_12,3.41,annual,cop_state,
unnamed:_12,0.5,annual,cop_state,
unnamed:_12,18.5,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,5.13,annual,cop_state,
unnamed:_12,1.98,annual,cop_state,
unnamed:_12,0.29,annual,cop_state,
unnamed:_12,7.3999999999999995,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,0.73,annual,cop_state,
unnamed:_12,0.13,annual,cop_state,
unnamed:_12,0.38,annual,cop_state,
unnamed:_12,0.16,annual,cop_state,
unnamed:_12,0.6,annual,cop_state,
unnamed:_12,0.74,annual,cop_state,
unnamed:_12,0,annual,cop_state,
unnamed:_12,0.17,annual,cop_state,
unnamed:_12,10.31,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,1.05,annual,cop_state,
unnamed:_12,5.38,annual,cop_state,
unnamed:_12,4.9,annual,cop_state,
unnamed:_12,0.19,annual,cop_state,
unnamed:_12,0.35,annual,cop_state,
unnamed:_12,0.36,annual,cop_state,
unnamed:_12,12.229999999999999,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,22.54,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,-4.039999999999999,annual,cop_state,
unnamed:_12,8.19,annual,cop_state,
unnamed:_12,       ,annual,cop_state,
unnamed:_12,       ,annual,cop_state,
unnamed:_12,101,annual,cop_state,
unnamed:_12,15170,annual,cop_state,
unnamed:_12,0.14,annual,cop_state,
unnamed:_12,8,annual,cop_state,
unnamed:_12,0,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,New,annual,cop_state,
unnamed:_13,Mexico,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,13.8,annual,cop_state,
unnamed:_13,2.25,annual,cop_state,
unnamed:_13,0.46,annual,cop_state,
unnamed:_13,16.51,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,5.51,annual,cop_state,
unnamed:_13,0.87,annual,cop_state,
unnamed:_13,0.01,annual,cop_state,
unnamed:_13,6.39,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,0.51,annual,cop_state,
unnamed:_13,0,annual,cop_state,
unnamed:_13,0.36,annual,cop_state,
unnamed:_13,0.41,annual,cop_state,
unnamed:_13,0.29,annual,cop_state,
unnamed:_13,0.25,annual,cop_state,
unnamed:_13,0,annual,cop_state,
unnamed:_13,0.14,annual,cop_state,
unnamed:_13,8.350000000000001,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,1.41,annual,cop_state,
unnamed:_13,0.15,annual,cop_state,
unnamed:_13,1.1,annual,cop_state,
unnamed:_13,0,annual,cop_state,
unnamed:_13,0.09,annual,cop_state,
unnamed:_13,0.17,annual,cop_state,
unnamed:_13,2.92,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,11.270000000000001,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,5.24,annual,cop_state,
unnamed:_13,8.16,annual,cop_state,
unnamed:_13,       ,annual,cop_state,
unnamed:_13,       ,annual,cop_state,
unnamed:_13,2344,annual,cop_state,
unnamed:_13,16928,annual,cop_state,
unnamed:_13,64.11,annual,cop_state,
unnamed:_13,285,annual,cop_state,
unnamed:_13,0,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,New,annual,cop_state,
unnamed:_14,York,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,15.91,annual,cop_state,
unnamed:_14,1.11,annual,cop_state,
unnamed:_14,0.55,annual,cop_state,
unnamed:_14,17.57,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,3.93,annual,cop_state,
unnamed:_14,4.83,annual,cop_state,
unnamed:_14,0.1,annual,cop_state,
unnamed:_14,8.86,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,0.8,annual,cop_state,
unnamed:_14,0.44,annual,cop_state,
unnamed:_14,0.23,annual,cop_state,
unnamed:_14,0.52,annual,cop_state,
unnamed:_14,0.75,annual,cop_state,
unnamed:_14,0.77,annual,cop_state,
unnamed:_14,0,annual,cop_state,
unnamed:_14,0.21,annual,cop_state,
unnamed:_14,12.58,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,1.75,annual,cop_state,
unnamed:_14,3.63,annual,cop_state,
unnamed:_14,3.6,annual,cop_state,
unnamed:_14,0.02,annual,cop_state,
unnamed:_14,0.28,annual,cop_state,
unnamed:_14,0.74,annual,cop_state,
unnamed:_14,10.02,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,22.6,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,-5.030000000000001,annual,cop_state,
unnamed:_14,4.99,annual,cop_state,
unnamed:_14,       ,annual,cop_state,
unnamed:_14,       ,annual,cop_state,
unnamed:_14,119,annual,cop_state,
unnamed:_14,18835,annual,cop_state,
unnamed:_14,5.35,annual,cop_state,
unnamed:_14,20,annual,cop_state,
unnamed:_14,0.4,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,Ohio,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,15.54,annual,cop_state,
unnamed:_15,1.41,annual,cop_state,
unnamed:_15,0.44,annual,cop_state,
unnamed:_15,17.39,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,4.17,annual,cop_state,
unnamed:_15,3.32,annual,cop_state,
unnamed:_15,0.08,annual,cop_state,
unnamed:_15,7.57,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,1.01,annual,cop_state,
unnamed:_15,0.34,annual,cop_state,
unnamed:_15,0.26,annual,cop_state,
unnamed:_15,0.47,annual,cop_state,
unnamed:_15,0.56,annual,cop_state,
unnamed:_15,0.69,annual,cop_state,
unnamed:_15,0,annual,cop_state,
unnamed:_15,0.18,annual,cop_state,
unnamed:_15,11.08,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,1.36,annual,cop_state,
unnamed:_15,3.43,annual,cop_state,
unnamed:_15,3.68,annual,cop_state,
unnamed:_15,0.06,annual,cop_state,
unnamed:_15,0.22,annual,cop_state,
unnamed:_15,0.66,annual,cop_state,
unnamed:_15,9.410000000000002,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,20.490000000000002,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,-3.1000000000000014,annual,cop_state,
unnamed:_15,6.3100000000000005,annual,cop_state,
unnamed:_15,       ,annual,cop_state,
unnamed:_15,       ,annual,cop_state,
unnamed:_15,97,annual,cop_state,
unnamed:_15,17912,annual,cop_state,
unnamed:_15,2.6,annual,cop_state,
unnamed:_15,21,annual,cop_state,
unnamed:_15,0.43,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,Oregon,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,15.64,annual,cop_state,
unnamed:_16,1.07,annual,cop_state,
unnamed:_16,0.69,annual,cop_state,
unnamed:_16,17.400000000000002,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,6.63,annual,cop_state,
unnamed:_16,1.83,annual,cop_state,
unnamed:_16,0.18,annual,cop_state,
unnamed:_16,8.64,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,0.67,annual,cop_state,
unnamed:_16,0.16,annual,cop_state,
unnamed:_16,0.21,annual,cop_state,
unnamed:_16,0.38,annual,cop_state,
unnamed:_16,0.57,annual,cop_state,
unnamed:_16,0.72,annual,cop_state,
unnamed:_16,0,annual,cop_state,
unnamed:_16,0.19,annual,cop_state,
unnamed:_16,11.540000000000003,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,1.97,annual,cop_state,
unnamed:_16,1.7,annual,cop_state,
unnamed:_16,2.33,annual,cop_state,
unnamed:_16,0.02,annual,cop_state,
unnamed:_16,0.19,annual,cop_state,
unnamed:_16,0.53,annual,cop_state,
unnamed:_16,6.74,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,18.28,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,-0.879999999999999,annual,cop_state,
unnamed:_16,5.859999999999999,annual,cop_state,
unnamed:_16,       ,annual,cop_state,
unnamed:_16,       ,annual,cop_state,
unnamed:_16,292,annual,cop_state,
unnamed:_16,18243,annual,cop_state,
unnamed:_16,5.95,annual,cop_state,
unnamed:_16,7,annual,cop_state,
unnamed:_16,5.36,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,Pennsylvania,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,16.02,annual,cop_state,
unnamed:_17,1.17,annual,cop_state,
unnamed:_17,0.47,annual,cop_state,
unnamed:_17,17.659999999999997,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,4.1,annual,cop_state,
unnamed:_17,4.97,annual,cop_state,
unnamed:_17,0.12,annual,cop_state,
unnamed:_17,9.19,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,1.02,annual,cop_state,
unnamed:_17,0.56,annual,cop_state,
unnamed:_17,0.3,annual,cop_state,
unnamed:_17,0.56,annual,cop_state,
unnamed:_17,0.75,annual,cop_state,
unnamed:_17,0.76,annual,cop_state,
unnamed:_17,0,annual,cop_state,
unnamed:_17,0.22,annual,cop_state,
unnamed:_17,13.360000000000001,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,0.89,annual,cop_state,
unnamed:_17,4.22,annual,cop_state,
unnamed:_17,3.19,annual,cop_state,
unnamed:_17,0.05,annual,cop_state,
unnamed:_17,0.27,annual,cop_state,
unnamed:_17,0.63,annual,cop_state,
unnamed:_17,9.25,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,22.61,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,-4.950000000000003,annual,cop_state,
unnamed:_17,4.299999999999995,annual,cop_state,
unnamed:_17,       ,annual,cop_state,
unnamed:_17,       ,annual,cop_state,
unnamed:_17,85,annual,cop_state,
unnamed:_17,19069,annual,cop_state,
unnamed:_17,13.14,annual,cop_state,
unnamed:_17,19,annual,cop_state,
unnamed:_17,0.59,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,Tennessee,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,16.04,annual,cop_state,
unnamed:_18,1.35,annual,cop_state,
unnamed:_18,0.64,annual,cop_state,
unnamed:_18,18.03,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,5.6,annual,cop_state,
unnamed:_18,4.47,annual,cop_state,
unnamed:_18,0.27,annual,cop_state,
unnamed:_18,10.34,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,0.73,annual,cop_state,
unnamed:_18,0.09,annual,cop_state,
unnamed:_18,0.26,annual,cop_state,
unnamed:_18,0.58,annual,cop_state,
unnamed:_18,0.87,annual,cop_state,
unnamed:_18,0.76,annual,cop_state,
unnamed:_18,0,annual,cop_state,
unnamed:_18,0.23,annual,cop_state,
unnamed:_18,13.86,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,1.97,annual,cop_state,
unnamed:_18,4.64,annual,cop_state,
unnamed:_18,5.73,annual,cop_state,
unnamed:_18,0.08,annual,cop_state,
unnamed:_18,0.24,annual,cop_state,
unnamed:_18,0.6,annual,cop_state,
unnamed:_18,13.26,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,27.119999999999997,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,-9.089999999999996,annual,cop_state,
unnamed:_18,4.170000000000002,annual,cop_state,
unnamed:_18,       ,annual,cop_state,
unnamed:_18,       ,annual,cop_state,
unnamed:_18,110,annual,cop_state,
unnamed:_18,14558,annual,cop_state,
unnamed:_18,1.44,annual,cop_state,
unnamed:_18,4,annual,cop_state,
unnamed:_18,0,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,Texas,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,15.07,annual,cop_state,
unnamed:_19,1.2,annual,cop_state,
unnamed:_19,0.47,annual,cop_state,
unnamed:_19,16.74,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,7.18,annual,cop_state,
unnamed:_19,0.91,annual,cop_state,
unnamed:_19,0.16,annual,cop_state,
unnamed:_19,8.25,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,0.59,annual,cop_state,
unnamed:_19,0.14,annual,cop_state,
unnamed:_19,0.27,annual,cop_state,
unnamed:_19,0.46,annual,cop_state,
unnamed:_19,0.61,annual,cop_state,
unnamed:_19,0.43,annual,cop_state,
unnamed:_19,0,annual,cop_state,
unnamed:_19,0.18,annual,cop_state,
unnamed:_19,10.93,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,1.27,annual,cop_state,
unnamed:_19,1.29,annual,cop_state,
unnamed:_19,2.72,annual,cop_state,
unnamed:_19,0.02,annual,cop_state,
unnamed:_19,0.14,annual,cop_state,
unnamed:_19,0.35,annual,cop_state,
unnamed:_19,5.789999999999999,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,16.72,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,0.019999999999999574,annual,cop_state,
unnamed:_19,5.809999999999999,annual,cop_state,
unnamed:_19,       ,annual,cop_state,
unnamed:_19,       ,annual,cop_state,
unnamed:_19,403,annual,cop_state,
unnamed:_19,16708,annual,cop_state,
unnamed:_19,14.81,annual,cop_state,
unnamed:_19,43,annual,cop_state,
unnamed:_19,0.08,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,Vermont,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,16.23,annual,cop_state,
unnamed:_20,1.11,annual,cop_state,
unnamed:_20,0.68,annual,cop_state,
unnamed:_20,18.02,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,4.29,annual,cop_state,
unnamed:_20,3.8,annual,cop_state,
unnamed:_20,0.17,annual,cop_state,
unnamed:_20,8.26,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,0.76,annual,cop_state,
unnamed:_20,0.37,annual,cop_state,
unnamed:_20,0.24,annual,cop_state,
unnamed:_20,0.4,annual,cop_state,
unnamed:_20,0.66,annual,cop_state,
unnamed:_20,0.5,annual,cop_state,
unnamed:_20,0,annual,cop_state,
unnamed:_20,0.19,annual,cop_state,
unnamed:_20,11.379999999999999,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,1.8,annual,cop_state,
unnamed:_20,2.98,annual,cop_state,
unnamed:_20,3.21,annual,cop_state,
unnamed:_20,0.06,annual,cop_state,
unnamed:_20,0.33,annual,cop_state,
unnamed:_20,1,annual,cop_state,
unnamed:_20,9.38,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,20.759999999999998,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,-2.7399999999999984,annual,cop_state,
unnamed:_20,6.640000000000001,annual,cop_state,
unnamed:_20,       ,annual,cop_state,
unnamed:_20,       ,annual,cop_state,
unnamed:_20,127,annual,cop_state,
unnamed:_20,17968,annual,cop_state,
unnamed:_20,6.78,annual,cop_state,
unnamed:_20,10,annual,cop_state,
unnamed:_20,2.44,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,Virginia,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,16.43,annual,cop_state,
unnamed:_21,1.55,annual,cop_state,
unnamed:_21,0.6,annual,cop_state,
unnamed:_21,18.580000000000002,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,4.82,annual,cop_state,
unnamed:_21,4.74,annual,cop_state,
unnamed:_21,0.13,annual,cop_state,
unnamed:_21,9.690000000000001,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,1.18,annual,cop_state,
unnamed:_21,0.23,annual,cop_state,
unnamed:_21,0.33,annual,cop_state,
unnamed:_21,0.54,annual,cop_state,
unnamed:_21,0.66,annual,cop_state,
unnamed:_21,0.85,annual,cop_state,
unnamed:_21,0,annual,cop_state,
unnamed:_21,0.23,annual,cop_state,
unnamed:_21,13.710000000000003,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,1.96,annual,cop_state,
unnamed:_21,3.12,annual,cop_state,
unnamed:_21,4.01,annual,cop_state,
unnamed:_21,0.04,annual,cop_state,
unnamed:_21,0.3,annual,cop_state,
unnamed:_21,0.86,annual,cop_state,
unnamed:_21,10.29,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,24,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,-5.419999999999998,annual,cop_state,
unnamed:_21,4.869999999999999,annual,cop_state,
unnamed:_21,       ,annual,cop_state,
unnamed:_21,       ,annual,cop_state,
unnamed:_21,125,annual,cop_state,
unnamed:_21,18933,annual,cop_state,
unnamed:_21,5.86,annual,cop_state,
unnamed:_21,21,annual,cop_state,
unnamed:_21,0,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
